"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"LEF1",2.01721474573507e-134,2.9013369147636,0.547,0.091,4.08001854472376e-130,"0","LEF1"
"RPS27",3.5339492232619e-134,0.748594772072764,0.994,0.99,7.14776569896952e-130,"0","RPS27"
"RPS12",7.74121550229675e-122,0.71994339166931,0.992,0.988,1.56573824749454e-117,"0","RPS12"
"RPS6",2.8002616386663e-118,0.67377882725273,0.989,0.993,5.66380919036646e-114,"0","RPS6"
"RPL32",6.83241978175842e-117,0.616929213717362,0.992,0.993,1.38192522505846e-112,"0","RPL32"
"CCR7",8.98934888021344e-115,2.76667420456082,0.507,0.092,1.81818570451197e-110,"0","CCR7"
"RPS25",1.3678032423531e-114,0.779887174115279,0.991,0.974,2.76651883798338e-110,"0","RPS25"
"RPL31",1.49572707253511e-114,0.803910033114857,0.987,0.959,3.02525757690952e-110,"0","RPL31"
"RPS14",8.60826046045226e-110,0.608919125219789,0.991,0.991,1.74110676073108e-105,"0","RPS14"
"LDHB",2.21737868086266e-107,1.25875573016112,0.896,0.516,4.48487011991282e-103,"0","LDHB"
"RPS29",6.11753071688026e-103,0.775006491854111,0.983,0.949,1.2373317627962e-98,"0","RPS29"
"RPS3A",1.44038558497855e-99,0.798190209855596,0.987,0.968,2.91332388417761e-95,"0","RPS3A"
"RPL9",2.27134587093767e-99,0.753923920504012,0.989,0.961,4.59402415855853e-95,"0","RPL9"
"RPLP2",2.89332144490191e-99,0.611222477609606,0.997,0.985,5.8520319544586e-95,"0","RPLP2"
"RPS15A",1.07971894099035e-97,0.654639048643801,0.989,0.978,2.18383953004708e-93,"0","RPS15A"
"RPL13",7.34160455750607e-97,0.556436368543772,0.995,0.993,1.48491293780118e-92,"0","RPL13"
"RPL3",2.83831377737882e-96,0.620869862053254,0.983,0.991,5.7407734461264e-92,"0","RPL3"
"MALAT1",8.57128063141394e-94,0.741520069244854,1,0.994,1.73362722050978e-89,"0","MALAT1"
"TRAC",1.88552989052284e-93,1.17475229133876,0.918,0.388,3.8136727565715e-89,"0","TRAC"
"RPL30",1.83620729803978e-92,0.667439659018558,0.989,0.974,3.71391288101527e-88,"0","RPL30"
"RPL21",5.02896485554492e-92,0.648415884507417,0.984,0.985,1.01715843168252e-87,"0","RPL21"
"RPS13",2.13082925001014e-90,0.753320882418957,0.976,0.948,4.30981524107052e-86,"0","RPS13"
"RPS3",1.73788594916742e-87,0.57172473390191,0.989,0.989,3.51504812078602e-83,"0","RPS3"
"RPS28",5.48661995911153e-86,0.598523222642159,0.989,0.977,1.1097237529299e-81,"0","RPS28"
"RPS27A",3.52579830575725e-82,0.703073008130695,0.986,0.954,7.13127965322461e-78,"0","RPS27A"
"BCL11B",8.53369657662297e-82,1.79439721476089,0.602,0.203,1.72602546958776e-77,"0","BCL11B"
"RPS23",9.02697679423002e-82,0.588120474407337,0.991,0.973,1.82579632640096e-77,"0","RPS23"
"CD3D",1.39871985157435e-80,1.14871356822096,0.848,0.366,2.82905077179427e-76,"0","CD3D"
"TSHZ2",6.89203541345203e-77,2.94156386827489,0.332,0.053,1.39398308272481e-72,"0","TSHZ2"
"EEF1A1",9.29394141007168e-77,0.495843365378419,0.989,0.991,1.8797925896011e-72,"0","EEF1A1"
"RPL27A",1.40616658599824e-75,0.521890892602995,0.989,0.981,2.84411253684003e-71,"0","RPL27A"
"RPS18",3.97696426299735e-75,0.488094637509105,0.994,0.994,8.04380791833844e-71,"0","RPS18"
"MAML2",5.75545829113311e-75,1.77236921493105,0.652,0.284,1.16409899396458e-70,"0","MAML2"
"RPS16",3.45297929563584e-73,0.557756928833858,0.991,0.974,6.98399592335304e-69,"0","RPS16"
"CAMK4",4.56268022466924e-73,2.20208552323352,0.507,0.158,9.228477022416e-69,"0","CAMK4"
"RPL11",4.70121466354356e-73,0.440493027683188,0.987,0.991,9.50867677848321e-69,"0","RPL11"
"RPL35A",9.5473523340417e-73,0.564771368268908,0.989,0.973,1.93104748308327e-68,"0","RPL35A"
"SARAF",1.02230265480928e-72,0.981160231999773,0.921,0.732,2.06770934961726e-68,"0","SARAF"
"FHIT",1.62480809539211e-72,2.54269615890876,0.387,0.088,3.28633685374008e-68,"0","FHIT"
"RPS20",1.90037066872971e-72,0.681935439080808,0.979,0.93,3.8436897145727e-68,"0","RPS20"
"RPL13A",3.89847699624593e-72,0.44701832430452,0.994,0.994,7.88505957260703e-68,"0","RPL13A"
"TPT1",5.91219434579103e-70,0.560512625339825,0.984,0.975,1.19580042837969e-65,"0","TPT1"
"RPS4X",9.90948386083639e-69,0.506537958906147,0.983,0.988,2.00429220569277e-64,"0","RPS4X"
"PIK3IP1",3.59741768387251e-68,1.80038751915033,0.531,0.182,7.27613700740054e-64,"0","PIK3IP1"
"RPL19",2.59821926611726e-67,0.411899556462991,0.992,0.989,5.25515828764878e-63,"0","RPL19"
"GAS5",3.30958787937266e-67,1.24129987319459,0.855,0.581,6.69397244481914e-63,"0","GAS5"
"RPL5",1.92941489192949e-66,0.606163618297567,0.975,0.957,3.90243456041658e-62,"0","RPL5"
"EEF1G",7.74728283034416e-66,0.598172105649859,0.975,0.969,1.56696542526541e-61,"0","EEF1G"
"RPL23A",8.01823714532739e-66,0.505575250382494,0.994,0.983,1.62176864501392e-61,"0","RPL23A"
"NELL2",1.23551648141105e-65,2.59023607863731,0.313,0.056,2.49895563530199e-61,"0","NELL2"
"CD3E",5.35542167657478e-65,1.209745035605,0.728,0.329,1.08318758830401e-60,"0","CD3E"
"PRKCA",6.29320056748269e-65,2.05344260239572,0.469,0.149,1.27286274677905e-60,"0","PRKCA"
"APBA2",2.01938137691698e-62,2.52411242839584,0.3,0.053,4.08440077295227e-58,"0","APBA2"
"TCF7",4.0593168096315e-62,1.77425180411654,0.453,0.141,8.21037417916067e-58,"0","TCF7"
"LEPROTL1",7.71006193461609e-62,1.52480078415653,0.591,0.252,1.55943712689545e-57,"0","LEPROTL1"
"NPM1",2.60001431644212e-60,0.83260914742571,0.916,0.763,5.25878895643583e-56,"0","NPM1"
"PRKCQ-AS1",3.21119458508673e-60,2.18461803890496,0.39,0.105,6.49496216779642e-56,"0","PRKCQ-AS1"
"NOSIP",6.17651708931397e-60,1.44339249685594,0.646,0.317,1.24926234648464e-55,"0","NOSIP"
"PCED1B-AS1",5.40785678505974e-59,1.20044227638739,0.731,0.376,1.09379311334618e-54,"0","PCED1B-AS1"
"NDFIP1",6.3270164156944e-59,1.50311407863944,0.635,0.311,1.27970234023835e-54,"0","NDFIP1"
"RPSA",4.07730800926619e-57,0.58323622548176,0.975,0.93,8.2467631795418e-53,"0","RPSA"
"MAL",6.94844953782915e-57,2.5594710962851,0.316,0.07,1.40539340352132e-52,"0","MAL"
"SERINC5",1.17175266206025e-56,1.858169659408,0.428,0.136,2.36998693428306e-52,"0","SERINC5"
"RPL10A",1.61432182155789e-56,0.493636812255943,0.973,0.981,3.265127316283e-52,"0","RPL10A"
"RPS5",2.20160956240899e-55,0.517953981297195,0.978,0.966,4.45297550092842e-51,"0","RPS5"
"RPL36",6.61861594662983e-55,0.561779865308311,0.983,0.939,1.33868126136535e-50,"0","RPL36"
"TXK",5.3556426356085e-53,1.96982750446315,0.381,0.109,1.08323227947818e-48,"0","TXK"
"BTG1",6.7676745813898e-53,0.769571691280267,0.942,0.826,1.3688298608319e-48,"0","BTG1"
"RPL18",1.12314235082353e-52,0.47601769937129,0.986,0.971,2.27166771877568e-48,"0","RPL18"
"RPL14",1.6197061802685e-52,0.410705650071254,0.987,0.977,3.27601772021107e-48,"0","RPL14"
"RPS10",3.94692800957716e-51,0.493398424285673,0.979,0.963,7.98305659217076e-47,"0","RPS10"
"RPL36A",5.43292801951786e-50,0.570807159584861,0.983,0.904,1.09886402122768e-45,"0","RPL36A"
"RPL10",1.41685618729692e-49,0.30988243911918,0.994,0.995,2.86573332442675e-45,"0","RPL10"
"RPS15",1.58245009713693e-49,0.394224740514169,0.989,0.986,3.20066356646916e-45,"0","RPS15"
"CD7",2.0951582841854e-48,1.06451636632363,0.592,0.25,4.23766714559339e-44,"0","CD7"
"TC2N",4.53230968935023e-48,1.35913590320953,0.555,0.244,9.16704957767977e-44,"0","TC2N"
"RPL17",2.98922627874788e-47,0.487709936704428,0.983,0.983,6.04600907139546e-43,"0","RPL17"
"IL7R",1.93588367514141e-46,1.05306801156316,0.605,0.266,3.91551832134102e-42,"0","IL7R"
"CD27",9.04366815288718e-46,1.27961091267992,0.43,0.15,1.82917232060296e-41,"0","CD27"
"RPL7",2.35199959847181e-44,0.581479809775784,0.972,0.959,4.75715438786908e-40,"0","RPL7"
"JUNB",1.85901287214606e-43,0.786871463896294,0.894,0.869,3.76003943520261e-39,"0","JUNB"
"OXNAD1",8.37785500989634e-43,1.32376970836853,0.39,0.138,1.69450495430163e-38,"0","OXNAD1"
"RPS8",2.71711872062827e-42,0.42131447347585,0.986,0.977,5.49564432434274e-38,"0","RPS8"
"RPLP0",6.02418871341723e-42,0.483260907018721,0.975,0.927,1.21845240917577e-37,"0","RPLP0"
"INPP4B",1.14320893964315e-41,1.49367316457424,0.397,0.144,2.31225440132224e-37,"0","INPP4B"
"ABLIM1",1.22052087736683e-41,1.80145217302191,0.332,0.102,2.46862552656215e-37,"0","ABLIM1"
"RPL4",3.19723458238312e-41,0.542370785164811,0.973,0.943,6.4667266663281e-37,"0","RPL4"
"RPS26",4.08811834371025e-41,0.544997061670244,0.957,0.882,8.26862816198834e-37,"0","RPS26"
"TRBC2",6.49177759360258e-41,0.895370732542721,0.728,0.415,1.31302693608206e-36,"0","TRBC2"
"RPL41",5.35331729595003e-40,0.38674201081296,0.984,0.981,1.08276195627885e-35,"0","RPL41"
"RPL37",1.06084657978682e-38,0.505364255628743,0.984,0.936,2.14566829227683e-34,"0","RPL37"
"RPL22",1.37319765800995e-38,0.706186806007636,0.883,0.743,2.77742958309093e-34,"0","RPL22"
"EEF1B2",4.17906700469569e-38,0.522237184009757,0.932,0.853,8.4525809236975e-34,"0","EEF1B2"
"RPL18A",7.42571968920509e-38,0.300764543864176,0.986,0.99,1.50192606433862e-33,"0","RPL18A"
"PCED1B",1.79248783108892e-37,1.71920591240875,0.359,0.13,3.62548588716044e-33,"0","PCED1B"
"RPS19",2.23722869957048e-37,0.340417293255808,0.994,0.989,4.52501876775124e-33,"0","RPS19"
"RPL24",4.95346359529892e-37,0.487380305168453,0.981,0.926,1.00188754678516e-32,"0","RPL24"
"LDLRAP1",6.99463272533412e-37,2.21665596551228,0.284,0.085,1.41473441502608e-32,"0","LDLRAP1"
"RPS17",1.13076124699955e-36,0.411717716602985,0.983,0.963,2.28707769818129e-32,"0","RPS17"
"SNHG32",2.66068570745917e-36,1.09111911419322,0.692,0.446,5.38150291190692e-32,"0","SNHG32"
"PDE3B",3.58656750703506e-36,1.45560010981599,0.343,0.122,7.25419143972912e-32,"0","PDE3B"
"RPL38",5.27805840144176e-36,0.541320926222384,0.948,0.856,1.06754009227561e-31,"0","RPL38"
"NOP53",7.85610462857656e-36,0.563812455851043,0.915,0.771,1.5889757221759e-31,"0","NOP53"
"RPS2",2.78721641965027e-35,0.294688268942668,0.991,0.991,5.63742393038463e-31,"0","RPS2"
"THEMIS",4.16314572955294e-34,1.82592837809627,0.344,0.125,8.42037855259377e-30,"0","THEMIS"
"SNHG29",2.66847232111077e-33,0.650618423158111,0.877,0.73,5.39725211667864e-29,"0","SNHG29"
"FOXP1",3.14504004990755e-33,0.891591283278038,0.712,0.472,6.361158004943e-29,"0","FOXP1"
"SLC2A3",2.212170794928e-32,0.912676464212459,0.621,0.345,4.47433664982138e-28,"0","SLC2A3"
"RPS21",1.32024306198901e-31,0.507030749613096,0.927,0.846,2.67032361717897e-27,"0","RPS21"
"RPL35",2.69587823172068e-31,0.388718222929268,0.986,0.956,5.45268331147825e-27,"0","RPL35"
"CD6",3.86473103649389e-31,1.51581655349576,0.275,0.09,7.81680499441255e-27,"0","CD6"
"AAK1",5.72444973731141e-31,1.30234216849833,0.42,0.195,1.15782720386861e-26,"0","AAK1"
"LCK",7.16071409230829e-31,0.983390670757161,0.528,0.27,1.44832603231028e-26,"0","LCK"
"FLT3LG",1.13936931657231e-30,1.65324873655929,0.346,0.143,2.30448837969916e-26,"0","FLT3LG"
"RPL34",1.53267205190397e-30,0.635320994787765,0.916,0.886,3.09998249218097e-26,"0","RPL34"
"ZNF331",4.81520430708031e-30,0.916270907544897,0.619,0.358,9.73923223150064e-26,"0","ZNF331"
"SELL",6.43131766522296e-30,0.74526900714928,0.592,0.344,1.300798310968e-25,"0","SELL"
"GYPC",2.79648423783197e-29,1.14992014774639,0.445,0.216,5.65616901943894e-25,"0","GYPC"
"RGCC",9.11959063210206e-29,1.07195482279527,0.408,0.185,1.84452840124896e-24,"0","RGCC"
"RPLP1",1.4997310062893e-28,0.27580342556704,0.994,0.992,3.03335593332074e-24,"0","RPLP1"
"GIMAP5",1.7566328274689e-28,1.3661786544042,0.406,0.189,3.55296555683861e-24,"0","GIMAP5"
"RPL12",2.4561334204462e-28,0.290986353453541,0.991,0.984,4.96777545619449e-24,"0","RPL12"
"RGS10",1.07070466069735e-27,0.817857971699188,0.564,0.332,2.16560724672645e-23,"0","RGS10"
"RPL27",1.88451527612766e-26,0.399010589668843,0.975,0.939,3.81162059749581e-22,"0","RPL27"
"RHOH",3.5071492585932e-26,0.977409797822781,0.524,0.287,7.0935600904306e-22,"0","RHOH"
"LTB",3.91760635891822e-26,0.395121332351553,0.885,0.585,7.92375062154799e-22,"0","LTB"
"DOCK10",9.2705596251454e-26,0.918790012566251,0.487,0.268,1.87506338978191e-21,"0","DOCK10"
"ITK",1.71176347411725e-25,0.847023731744221,0.292,0.114,3.46221280274955e-21,"0","ITK"
"CD3G",2.18349727127046e-25,1.03354676371681,0.355,0.154,4.41634158087163e-21,"0","CD3G"
"TLE5",2.85850765379101e-25,0.74463746005749,0.635,0.391,5.78161758055769e-21,"0","TLE5"
"TRAT1",1.680935717579e-24,1.30993068079829,0.288,0.116,3.39986058237529e-20,"0","TRAT1"
"BACH2",3.68357708519907e-24,0.612391041394756,0.441,0.217,7.45040301252364e-20,"0","BACH2"
"SNHG6",5.21425812220328e-24,0.869246839838346,0.585,0.379,1.05463584779684e-19,"0","SNHG6"
"TNRC6C",5.35518345318481e-24,1.47872990300497,0.25,0.091,1.08313940524116e-19,"0","TNRC6C"
"RPL7A",7.60817518883312e-24,0.330686652062446,0.978,0.966,1.53882951369339e-19,"0","RPL7A"
"RPL15",9.35443507901103e-24,0.296096183966831,0.986,0.992,1.89202803908077e-19,"0","RPL15"
"RPL37A",1.6099720190595e-23,0.341063237767028,0.978,0.936,3.25632940574974e-19,"0","RPL37A"
"FYB1",2.16249448336853e-23,0.706976685405454,0.578,0.371,4.37386134206119e-19,"0","FYB1"
"RPS4Y1",2.94696221833271e-23,0.466054735651498,0.918,0.849,5.96052578279974e-19,"0","RPS4Y1"
"CD96",1.58716357018849e-22,1.15152911016043,0.374,0.181,3.21019703706325e-18,"0","CD96"
"TRBC1",5.60237928264812e-22,0.851516808330381,0.474,0.259,1.13313723370841e-17,"0","TRBC1"
"TRAF3IP3",1.69259341139644e-21,0.885852630226705,0.613,0.429,3.42343943389043e-17,"0","TRAF3IP3"
"EVL",4.20383802970237e-21,0.698902807121093,0.682,0.482,8.50268279887601e-17,"0","EVL"
"RAPGEF6",5.19554772848675e-21,1.61311110875149,0.286,0.126,1.05085148356373e-16,"0","RAPGEF6"
"C12orf57",5.57100470723287e-21,1.05780351676231,0.436,0.244,1.12679141208492e-16,"0","C12orf57"
"BCL2",6.37637262124943e-21,1.19656701875846,0.4,0.212,1.28968512637391e-16,"0","BCL2"
"TMEM123",6.57608176083407e-21,0.731388445527111,0.558,0.358,1.3300782969463e-16,"0","TMEM123"
"LIME1",6.69156880451041e-21,0.803520738185898,0.487,0.268,1.35343670640028e-16,"0","LIME1"
"DNAJB1",8.91926991546396e-21,1.09683872477265,0.398,0.211,1.80401153310174e-16,"0","DNAJB1"
"SNHG5",1.42496969399271e-20,0.806517664938625,0.523,0.336,2.88214370306965e-16,"0","SNHG5"
"TMC8",5.85096188878301e-20,1.07599410737593,0.387,0.209,1.18341555162525e-15,"0","TMC8"
"SKAP1",3.26482800536329e-19,0.737406725893196,0.542,0.321,6.60344112364778e-15,"0","SKAP1"
"EIF4A2",9.58366340697387e-19,0.519982708337546,0.728,0.552,1.93839176069453e-14,"0","EIF4A2"
"CCND3",1.0211391291593e-18,0.518206900301249,0.728,0.541,2.0653560026376e-14,"0","CCND3"
"MGAT4A",3.65151390624607e-18,1.2240424692672,0.275,0.126,7.38555202677331e-14,"0","MGAT4A"
"LAT",1.54124481646718e-17,1.00013424899952,0.313,0.155,3.11732176578651e-13,"0","LAT"
"PRKCH",1.96231470258676e-17,0.574700109329327,0.517,0.299,3.96897771745198e-13,"0","PRKCH"
"RPL23",7.46535643383217e-17,0.330368648972581,0.907,0.818,1.50994299230689e-12,"0","RPL23"
"HNRNPA1",1.93961615756069e-16,0.301374809443822,0.937,0.901,3.92306764028225e-12,"0","HNRNPA1"
"KLF12",5.04162850389961e-16,0.694090154607506,0.499,0.312,1.01971978119874e-11,"0","KLF12"
"CD2",9.84721049318264e-16,0.796927050181019,0.422,0.24,1.99169679435112e-11,"0","CD2"
"ARHGAP15",1.50362796005001e-15,0.480477794780982,0.779,0.564,3.04123791199715e-11,"0","ARHGAP15"
"HINT1",1.83899139887316e-15,0.513837115954594,0.722,0.574,3.71954400336084e-11,"0","HINT1"
"TOMM7",2.21021997557369e-15,0.443479931091337,0.831,0.734,4.47039092259535e-11,"0","TOMM7"
"OCIAD2",2.76034991010302e-15,0.792843496675117,0.321,0.166,5.58308372817436e-11,"0","OCIAD2"
"GIMAP7",4.57647683419378e-15,0.432615038328462,0.63,0.459,9.25638204484034e-11,"0","GIMAP7"
"ACAP1",1.10443851521546e-14,1.08613250886508,0.398,0.236,2.23383734087479e-10,"0","ACAP1"
"TECR",1.31719421840273e-14,0.923181715631931,0.324,0.178,2.66415702614136e-10,"0","TECR"
"PSIP1",1.47893067260411e-14,1.00635815781062,0.275,0.143,2.99128517840908e-10,"0","PSIP1"
"PRDX2",1.79698414235307e-14,0.770534210372136,0.376,0.221,3.63458012632331e-10,"0","PRDX2"
"PABPC1",1.97133829159653e-14,0.410266758921784,0.877,0.811,3.98722882858314e-10,"0","PABPC1"
"SRSF5",2.1585977698038e-14,0.374768027192055,0.788,0.67,4.36597984920517e-10,"0","SRSF5"
"ST13",2.37123036800319e-14,0.649288965656348,0.488,0.326,4.79605054232325e-10,"0","ST13"
"PITPNC1",2.75420547271346e-14,0.766555295408746,0.455,0.3,5.57065598911024e-10,"0","PITPNC1"
"TNIK",3.57800911546193e-14,0.874374827571707,0.289,0.15,7.2368812369333e-10,"0","TNIK"
"MCUB",4.69496970663104e-14,0.8441337389472,0.469,0.31,9.49604572863195e-10,"0","MCUB"
"EPB41",5.41035643755782e-14,1.00682531974379,0.351,0.204,1.09429869306045e-09,"0","EPB41"
"CLEC2D",7.72106514634273e-14,0.599110798779055,0.355,0.202,1.56166263649928e-09,"0","CLEC2D"
"PPA1",4.07326603529789e-13,0.738370907138611,0.403,0.257,8.2385878829935e-09,"0","PPA1"
"SOD1",1.67148686089677e-12,0.590735376061837,0.591,0.445,3.3807493248498e-08,"0","SOD1"
"STAT3",3.69343156839715e-12,0.709709390426685,0.373,0.239,7.47033469024008e-08,"0","STAT3"
"RNF125",4.42263677732376e-12,0.830365584809697,0.276,0.152,8.94522514581505e-08,"0","RNF125"
"ZFP36L2",5.52714252701829e-12,0.483861099439381,0.728,0.581,1.11791984751472e-07,"0","ZFP36L2"
"DDX5",5.6945584064008e-12,0.379595117017998,0.858,0.754,1.15178138327863e-07,"0","DDX5"
"PEBP1",6.11998041248719e-12,0.498599987271932,0.46,0.309,1.23782723822966e-07,"0","PEBP1"
"PACS1",1.32340421926829e-11,0.484458444457971,0.419,0.275,2.67671737389205e-07,"0","PACS1"
"HSPA8",4.66389033324612e-11,0.427447706629199,0.725,0.594,9.4331845880236e-07,"0","HSPA8"
"PDE7A",5.68146132717669e-11,0.957375327068019,0.258,0.143,1.14913236803476e-06,"0","PDE7A"
"STK17A",6.1004841971789e-11,0.482768976589051,0.485,0.329,1.2338839337214e-06,"0","STK17A"
"TGFBR2",6.77716043273403e-11,1.14904448448685,0.256,0.147,1.37074846912478e-06,"0","TGFBR2"
"RIPOR2",7.66024693371435e-11,0.487788241557325,0.705,0.551,1.54936154481306e-06,"0","RIPOR2"
"BTG2",7.7180130243889e-11,0.684308580652593,0.419,0.282,1.5610453143129e-06,"0","BTG2"
"SPOCK2",7.89555597886519e-11,0.702094766672868,0.321,0.191,1.59695515228527e-06,"0","SPOCK2"
"RSL1D1",1.72536946067744e-10,0.727028755141647,0.404,0.274,3.4897322711662e-06,"0","RSL1D1"
"TNFAIP3",2.1247958255014e-10,0.583011362865076,0.365,0.228,4.29761203665913e-06,"0","TNFAIP3"
"GIMAP4",3.47129492378273e-10,0.61987150141423,0.501,0.374,7.02104111284295e-06,"0","GIMAP4"
"TTC39C",4.69924775263052e-10,0.814988182223652,0.351,0.226,9.50469850447049e-06,"0","TTC39C"
"COX7C",6.04009576661885e-10,0.395855855412494,0.76,0.663,1.22166976975633e-05,"0","COX7C"
"EIF3E",7.02860772618809e-10,0.579571250751561,0.455,0.332,1.4216061986988e-05,"0","EIF3E"
"CYTIP",7.34304062941369e-10,0.540147882966306,0.441,0.312,1.48520339770521e-05,"0","CYTIP"
"ENSG00000302206",9.19541751614938e-10,0.753861913940199,0.333,0.22,1.85986514681637e-05,"0","ENSG00000302206"
"COMMD6",1.43507721602909e-09,0.445317068574806,0.649,0.547,2.90258717714044e-05,"0","COMMD6"
"CDC14A",1.82347613310255e-09,0.796553419241749,0.272,0.165,3.68816282681321e-05,"0","CDC14A"
"ATM",2.46258566241684e-09,0.604561400940994,0.318,0.196,4.98082576080431e-05,"0","ATM"
"MBNL1",2.53124090884022e-09,0.546396411826864,0.657,0.535,5.11968786222022e-05,"0","MBNL1"
"STK4",3.21181776245032e-09,0.636131306429769,0.39,0.272,6.49622260633203e-05,"0","STK4"
"SYTL3",3.25814408174583e-09,0.62794807789892,0.376,0.248,6.58992221973912e-05,"0","SYTL3"
"SNRPN",3.60849380726036e-09,0.623431261573682,0.319,0.199,7.29853957456481e-05,"0","SNRPN"
"CORO7",4.69535484049442e-09,0.808469954429005,0.329,0.219,9.49682470038402e-05,"0","CORO7"
"CXCR4",5.25318874023299e-09,0.269350047781637,0.684,0.529,0.000106250995459952,"0","CXCR4"
"ARHGEF18",6.16872159684864e-09,0.299438103736864,0.468,0.336,0.000124768563017861,"0","ARHGEF18"
"CDC42SE2",8.77111874529398e-09,0.430361579782216,0.559,0.434,0.000177404647742316,"0","CDC42SE2"
"CD69",9.72825122644480e-09,0.475436084452897,0.518,0.37,0.000196763609306072,"0","CD69"
"TMEM243",1.04937770321789e-08,0.683987489516486,0.313,0.202,0.000212247134252851,"0","TMEM243"
"JUN",1.62237406822955e-08,0.294884131890545,0.755,0.672,0.00032814137904011,"0","JUN"
"SNRPD2",2.47196140447746e-08,0.475573604517745,0.622,0.513,0.00049997891366961,"0","SNRPD2"
"LINC01619",4.18576915525584e-08,0.685903547137424,0.37,0.256,0.000846613669342047,"0","LINC01619"
"ADD3",5.63810385851001e-08,0.569422223011711,0.291,0.183,0.00114036288642223,"0","ADD3"
"ANKRD44",6.69372496724157e-08,0.600119929681009,0.46,0.339,0.00135387281187428,"0","ANKRD44"
"SEMA4D",8.97943591409949e-08,0.871488261375216,0.259,0.166,0.00181618070798576,"0","SEMA4D"
"EIF3H",1.09291740168159e-07,0.253433863752035,0.687,0.582,0.00221053473664118,"0","EIF3H"
"ZC3HAV1",1.21368192383589e-07,0.59366281601632,0.311,0.204,0.00245479305915046,"0","ZC3HAV1"
"ENSG00000294512",1.80574597332583e-07,0.280167701202255,0.774,0.69,0.00365230180564882,"0","ENSG00000294512"
"RBL2",2.05339568255155e-07,0.41151199934536,0.269,0.165,0.00415319810752877,"0","RBL2"
"VAMP2",2.08045852977022e-07,0.319290316803111,0.521,0.403,0.00420793542231326,"0","VAMP2"
"SBDS",2.16187064256655e-07,0.56562716136919,0.261,0.165,0.0043725995616551,"0","SBDS"
"SNHG8",2.5616621039818e-07,0.861024036059901,0.306,0.207,0.00518121777151358,"0","SNHG8"
"RPL39",5.06796564637366e-07,0.505059248722005,0.51,0.409,0.0102504673163554,"0","RPL39"
"PPP1R2",5.16826914316767e-07,0.580762898958479,0.384,0.28,0.0104533411689709,"0","PPP1R2"
"TNRC6B",7.42914479428785e-07,0.512268881879452,0.389,0.282,0.0150261882609266,"0","TNRC6B"
"CMPK1",7.65695248084109e-07,0.392574375409741,0.441,0.331,0.0154869520877492,"0","CMPK1"
"UXT",1.006463643486e-06,0.510163129209756,0.464,0.364,0.0203567336531478,"0","UXT"
"SEPTIN6",1.22859258908673e-06,0.577184881501978,0.376,0.276,0.0248495137068682,"0","SEPTIN6"
"RAB11A",1.32028471708089e-06,0.262961265267505,0.392,0.287,0.026704078687678,"0","RAB11A"
"STAT4",1.35227863911114e-06,0.623006895719336,0.253,0.16,0.0273511877546619,"0","STAT4"
"ARHGEF3",1.43015431460484e-06,0.538235030525331,0.278,0.188,0.0289263011671975,"0","ARHGEF3"
"ANAPC16",1.59571706193674e-06,0.273605222095807,0.588,0.48,0.0322749732947324,"0","ANAPC16"
"ZFAS1",1.81764459525636e-06,0.282213727828336,0.643,0.547,0.0367636795836552,"0","ZFAS1"
"PRMT2",2.42946558093566e-06,0.393228838510302,0.363,0.267,0.0491383708400046,"0","PRMT2"
"ANKRD12",2.82115531229989e-06,0.459007947168355,0.433,0.328,0.0570606873465775,"0","ANKRD12"
"RUNX1",3.25092359872452e-06,0.65807276159977,0.378,0.282,0.065753180707802,"0","RUNX1"
"ZBTB20",3.51393676686502e-06,0.484722724887447,0.43,0.332,0.0710728850466119,"0","ZBTB20"
"RBMX",4.22539201838502e-06,0.689454487641951,0.414,0.315,0.0854627789638554,"0","RBMX"
"NAP1L1",5.09687588527598e-06,0.255257669855602,0.633,0.519,0.103089411655592,"0","NAP1L1"
"ST3GAL1",5.12179177598704e-06,0.347683521257365,0.259,0.173,0.103593360461114,"0","ST3GAL1"
"FCMR",5.45917909680034e-06,0.473274280135131,0.272,0.181,0.110417356411884,"0","FCMR"
"SORL1",6.92397075313801e-06,0.617579494208735,0.258,0.172,0.140044232452969,"0","SORL1"
"BIN1",7.27846172967864e-06,0.490736037877166,0.294,0.201,0.14721416694448,"0","BIN1"
"MZT2B",8.73243006418184e-06,0.458500833127206,0.431,0.333,0.176622130478142,"0","MZT2B"
"ESYT2",1.0683448816809e-05,0.520516208142836,0.275,0.189,0.216083435768778,"0","ESYT2"
"FAM107B",1.11187727392408e-05,0.569138764028347,0.314,0.223,0.224888297423884,"0","FAM107B"
"TOMM20",1.22410948575551e-05,0.537275298319358,0.316,0.232,0.247588384588909,"0","TOMM20"
"BTF3",1.67911320783883e-05,0.291330869531181,0.904,0.865,0.339617437417481,"0","BTF3"
"NBDY",1.75142944559251e-05,0.436479954459632,0.276,0.197,0.354244119665542,"0","NBDY"
"HMOX2",1.85416546096197e-05,0.556834639583705,0.27,0.189,0.375023506134168,"0","HMOX2"
"SF1",1.87535187881039e-05,0.688991331072637,0.344,0.26,0.379308671008189,"0","SF1"
"CITED2",2.53242628891111e-05,0.537211819511959,0.262,0.186,0.512208541195162,"0","CITED2"
"TNFAIP8",3.04321825434272e-05,0.33809901309789,0.412,0.314,0.615521324123359,"0","TNFAIP8"
