"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"UBAC2",3.54625753763844e-05,0.589506299909912,0.329,0.246,0.717266049562752,"0","UBAC2"
"HMGN1",4.17594744637518e-05,0.380272969841299,0.566,0.476,0.844627130503843,"0","HMGN1"
"CCNI",6.74258070687252e-05,0.291290371229751,0.682,0.597,1,"0","CCNI"
"HSP90AB1",6.99472312187032e-05,0.259048176040654,0.493,0.408,1,"0","HSP90AB1"
"COX6C",7.56955049175892e-05,0.465743891230552,0.482,0.402,1,"0","COX6C"
"CHURC1",9.5381037175338e-05,0.520409491001964,0.256,0.184,1,"0","CHURC1"
"ARHGEF1",0.00010482037468652,0.33624966731473,0.258,0.183,1,"0","ARHGEF1"
"MZT2A",0.000149917293381346,0.38728941174211,0.291,0.216,1,"0","MZT2A"
"CD44",0.000172087296824095,0.348768898913377,0.635,0.553,1,"0","CD44"
"SMYD3",0.000185703063318921,0.346776916843711,0.306,0.23,1,"0","SMYD3"
"PNISR",0.000210012098992998,0.323019857832764,0.417,0.335,1,"0","PNISR"
"TMA7",0.000210164908870773,0.273908536722911,0.75,0.657,1,"0","TMA7"
"GIMAP1",0.000268900937068456,0.356974615174572,0.352,0.283,1,"0","GIMAP1"
"SON",0.000427810196731757,0.425872122503485,0.348,0.277,1,"0","SON"
"STRAP",0.000453953893667049,0.411767538283545,0.267,0.201,1,"0","STRAP"
"CHD2",0.0005709485438428,0.40940929922076,0.275,0.203,1,"0","CHD2"
"N4BP2L2",0.000613467711460714,0.311981922348344,0.373,0.292,1,"0","N4BP2L2"
"C9orf78",0.000680938277665442,0.416844397783784,0.308,0.243,1,"0","C9orf78"
"CUTA",0.000700291635569895,0.558783186980773,0.461,0.391,1,"0","CUTA"
"DDX24",0.000707430949915244,0.664693335610969,0.265,0.203,1,"0","DDX24"
"GLG1",0.000827060903406219,0.375251200789149,0.273,0.209,1,"0","GLG1"
"PSMA1",0.000829443979076679,0.314910650728007,0.33,0.263,1,"0","PSMA1"
"TMEM131L",0.000869243060049857,0.91326631557834,0.276,0.214,1,"0","TMEM131L"
"ASH1L",0.00112376454489867,0.471742347363502,0.27,0.214,1,"0","ASH1L"
"UBE2D2",0.00119593420960219,0.391525499294952,0.499,0.423,1,"0","UBE2D2"
"SEPTIN1",0.00129974847366084,0.503998553266868,0.267,0.2,1,"0","SEPTIN1"
"USP15",0.00149714138473178,0.704619829837012,0.34,0.273,1,"0","USP15"
"MRPS21",0.0016360174679576,0.650776472643813,0.278,0.217,1,"0","MRPS21"
"REX1BD",0.00212082987428268,0.356508530623972,0.308,0.245,1,"0","REX1BD"
"MPHOSPH8",0.00239622578302042,0.369066357592645,0.264,0.205,1,"0","MPHOSPH8"
"FBL",0.00268827928268821,0.357618212291724,0.303,0.241,1,"0","FBL"
"BCAS2",0.00284942122443725,0.444312876049886,0.3,0.245,1,"0","BCAS2"
"PCNP",0.00404410333631308,0.577229021994777,0.273,0.221,1,"0","PCNP"
"ARID4B",0.00431689789839138,0.312486392994022,0.336,0.278,1,"0","ARID4B"
"FYN",0.00434621499666633,0.262232122711172,0.387,0.323,1,"0","FYN"
"TBC1D10C",0.00455980218785799,0.292255125381685,0.325,0.263,1,"0","TBC1D10C"
"NDUFS5",0.00745586813206215,0.354166454426033,0.415,0.356,1,"0","NDUFS5"
"NDUFA2",0.00771442955741225,0.414042354212772,0.207,0.261,1,"0","NDUFA2"
"TSTD1",0.00865067164502992,0.27209164100527,0.251,0.198,1,"0","TSTD1"
"RWDD1",0.00928216946260268,0.301602956542433,0.275,0.224,1,"0","RWDD1"
"MYLIP",0.00955367153940794,0.339513127649435,0.281,0.223,1,"0","MYLIP"
"S100A8",0,7.2439130908408,0.978,0.062,0,"1","S100A8"
"FCN1",0,4.33980644593281,0.969,0.089,0,"1","FCN1"
"S100A9",0,6.50001151044331,0.993,0.133,0,"1","S100A9"
"LGALS2",0,6.18635855419232,0.896,0.039,0,"1","LGALS2"
"CST3",0,3.48411740563372,0.991,0.141,0,"1","CST3"
"LYZ",0,5.48384047416274,0.998,0.217,0,"1","LYZ"
"TYROBP",2.92677600654224e-299,3.4295903728733,0.996,0.187,5.91969715083234e-295,"1","TYROBP"
"CD14",1.04007543862302e-288,6.61012460984441,0.658,0.019,2.10365658215891e-284,"1","CD14"
"MS4A6A",1.52133869340447e-284,6.05955054919203,0.671,0.024,3.07705964127987e-280,"1","MS4A6A"
"IFI30",6.13810108336774e-258,2.9734920296698,0.976,0.191,1.24149232512196e-253,"1","IFI30"
"TYMP",1.75343592811835e-248,3.35224209928642,0.92,0.18,3.54649950821218e-244,"1","TYMP"
"AIF1",3.00164014506289e-237,2.68776810756746,0.958,0.187,6.07111735740419e-233,"1","AIF1"
"LST1",7.31346718529946e-234,2.43920122363196,0.953,0.172,1.47922187289867e-229,"1","LST1"
"CFD",1.67349440388603e-231,3.27847087466392,0.78,0.089,3.38480978129989e-227,"1","CFD"
"LGALS1",1.71342650904219e-227,2.94146008416,0.976,0.312,3.46557645718874e-223,"1","LGALS1"
"GRN",3.0676698436789e-223,4.03801455983133,0.736,0.093,6.20466902582495e-219,"1","GRN"
"CSF3R",1.50852397252282e-218,5.55112498430736,0.567,0.03,3.05114058682465e-214,"1","CSF3R"
"GSTP1",4.15987366121039e-210,3.10929683134132,0.931,0.317,8.41376046716414e-206,"1","GSTP1"
"FCER1G",1.50234413552768e-208,2.18821558188889,0.942,0.173,3.03864124851829e-204,"1","FCER1G"
"GPX1",3.23676255540172e-206,2.54966619257404,0.904,0.278,6.54667594455553e-202,"1","GPX1"
"FTL",7.59383464798107e-202,2.74829537948286,1,0.964,1.53592899590065e-197,"1","FTL"
"S100A6",2.24595848390129e-199,2.26520054683369,0.993,0.697,4.54267562953875e-195,"1","S100A6"
"CTSS",8.74029203796337e-195,2.58075586814872,0.947,0.35,1.76781146759847e-190,"1","CTSS"
"FTH1",1.66518004884768e-189,2.34975414103658,1,0.974,3.36799316679932e-185,"1","FTH1"
"GABARAP",1.08868386021481e-182,2.17388814458462,0.969,0.619,2.20197197567047e-178,"1","GABARAP"
"CEBPD",2.68800957681681e-182,3.54672467234083,0.664,0.091,5.43676817006968e-178,"1","CEBPD"
"AP1S2",8.5142592432921e-181,3.28955480067097,0.753,0.157,1.72209407454826e-176,"1","AP1S2"
"VCAN",9.07344544694005e-180,5.52564450571773,0.464,0.021,1.8351950760981e-175,"1","VCAN"
"PSAP",2.7825686262635e-179,2.47280018430702,0.911,0.306,5.62802330348056e-175,"1","PSAP"
"SERPINA1",4.90457485843477e-179,2.76346735256879,0.7,0.091,9.91999310867016e-175,"1","SERPINA1"
"CD68",6.16271041352772e-178,3.07725282888438,0.684,0.092,1.24646980824012e-173,"1","CD68"
"S100A4",5.85100079392936e-176,1.86304423898551,1,0.714,1.18342342058015e-171,"1","S100A4"
"NPC2",8.70304438828196e-173,2.73808498340363,0.867,0.277,1.76027775797391e-168,"1","NPC2"
"LGALS3",4.83501235155955e-172,3.28817407633322,0.696,0.119,9.77929598226434e-168,"1","LGALS3"
"CDA",3.42472694399311e-171,4.19235446805966,0.558,0.055,6.92685271692046e-167,"1","CDA"
"S100A11",1.055111003854e-170,2.23264649254783,0.949,0.388,2.13406751639509e-166,"1","S100A11"
"SAT1",1.2692346099903e-167,2.21690455517017,0.962,0.413,2.56715392216639e-163,"1","SAT1"
"NCF2",1.43826291666726e-165,3.8702453296285,0.582,0.069,2.9090305752512e-161,"1","NCF2"
"OAZ1",2.57389071093848e-165,1.66523380099598,0.993,0.869,5.20595135194417e-161,"1","OAZ1"
"CFP",1.05418475337273e-159,3.11560029869107,0.631,0.093,2.13219408217169e-155,"1","CFP"
"ALDH2",1.26457826620616e-156,4.25011843755451,0.451,0.03,2.55773600122858e-152,"1","ALDH2"
"FPR1",2.57146026265508e-154,4.55323829702185,0.44,0.028,5.20103552724616e-150,"1","FPR1"
"COTL1",4.0200930651849e-152,1.87650226593673,0.962,0.486,8.13104023364298e-148,"1","COTL1"
"BLVRB",2.03563897577099e-148,3.73072256179223,0.553,0.075,4.1172833923944e-144,"1","BLVRB"
"FCGRT",1.04345900560697e-140,3.33413402359172,0.629,0.123,2.11050018474065e-136,"1","FCGRT"
"CYBA",2.79911700638129e-139,1.43025807493588,0.987,0.801,5.66149405710679e-135,"1","CYBA"
"TKT",1.61742242650365e-137,2.4555644307581,0.756,0.214,3.27139859984629e-133,"1","TKT"
"ASGR1",2.71232070775853e-137,5.74591822714099,0.36,0.015,5.4859398635124e-133,"1","ASGR1"
"FOLR3",8.45136703407608e-135,8.64597867109306,0.293,0.001,1.70937349631223e-130,"1","FOLR3"
"SPI1",1.74777215205489e-134,2.62329767685918,0.618,0.103,3.53504395474623e-130,"1","SPI1"
"TSPO",1.39180620059336e-133,2.32411391724586,0.842,0.353,2.81506722132014e-129,"1","TSPO"
"PLAUR",1.57875589678558e-131,3.44620334823243,0.524,0.073,3.19319167683851e-127,"1","PLAUR"
"RAC1",3.76840193661915e-130,2.19446026259275,0.847,0.328,7.6219697570059e-126,"1","RAC1"
"PYCARD",2.04987828332866e-128,2.14451194563649,0.782,0.25,4.14608381586055e-124,"1","PYCARD"
"MNDA",3.17039488132894e-127,3.92213013367231,0.433,0.043,6.41244068697591e-123,"1","MNDA"
"IFITM3",4.46887834702315e-127,2.27824506061696,0.611,0.105,9.03875334468903e-123,"1","IFITM3"
"NUP214",1.56831033828536e-122,3.21565791102416,0.522,0.082,3.17206449021598e-118,"1","NUP214"
"SLC7A7",2.56319404096137e-121,3.33470873664397,0.471,0.061,5.18431626724847e-117,"1","SLC7A7"
"TNFSF13B",3.74396247395964e-121,3.59714968603537,0.509,0.079,7.57253849983076e-117,"1","TNFSF13B"
"S100A12",4.16504917744485e-120,7.96638597990505,0.273,0.003,8.42422846629995e-116,"1","S100A12"
"RBP7",7.43807717433565e-120,5.17047355839691,0.313,0.012,1.50442548928113e-115,"1","RBP7"
"CCL3L3",2.69255874202964e-118,4.19307866277022,0.444,0.054,5.44596931162915e-114,"1","CCL3L3"
"TALDO1",3.92339574118602e-118,2.09054221914737,0.749,0.255,7.93546022612285e-114,"1","TALDO1"
"IGSF6",1.01933110051441e-117,3.8722094448773,0.409,0.041,2.06169908390045e-113,"1","IGSF6"
"RNF130",1.06313594446228e-116,2.91054675977684,0.571,0.115,2.1502987612694e-112,"1","RNF130"
"BRI3",1.92848429095492e-116,2.70318316238449,0.593,0.123,3.90055232688541e-112,"1","BRI3"
"CCDC200",1.57270035188946e-115,4.48947623549632,0.382,0.034,3.18094373173162e-111,"1","CCDC200"
"HCK",2.05011332584066e-113,2.52374239816018,0.542,0.091,4.14655921284531e-109,"1","HCK"
"RBM47",3.07240572547365e-111,4.09575491384434,0.396,0.041,6.214247820343e-107,"1","RBM47"
"BST1",5.38175548273872e-111,5.20709681518647,0.307,0.015,1.08851386393873e-106,"1","BST1"
"PLXDC2",1.47190839172273e-108,3.30698249509858,0.458,0.068,2.9770819130984e-104,"1","PLXDC2"
"CTSB",3.04599330707027e-108,3.05853807239387,0.527,0.103,6.16082606288033e-104,"1","CTSB"
"GAPDH",9.51159370295355e-108,1.49848378279741,0.951,0.777,1.92381494235938e-103,"1","GAPDH"
"NEAT1",1.47311005554562e-107,1.68343551967351,0.902,0.476,2.97951239834657e-103,"1","NEAT1"
"C9orf72",2.82539428899068e-107,3.38021084053592,0.531,0.106,5.71464248891254e-103,"1","C9orf72"
"APOBEC3A",1.38326945621718e-105,3.64166397701155,0.398,0.046,2.79780080214488e-101,"1","APOBEC3A"
"CPVL",2.32411230674674e-105,3.56915042634907,0.404,0.05,4.70074955162596e-101,"1","CPVL"
"CLEC7A",2.53662867457104e-104,3.67202597738662,0.387,0.045,5.13058515718739e-100,"1","CLEC7A"
"PLBD1",2.4596840558034e-102,4.84343201451394,0.32,0.025,4.97495697126797e-98,"1","PLBD1"
"H3-3A",8.92004811976105e-102,1.43850910715594,0.933,0.668,1.80416893270287e-97,"1","H3-3A"
"MIR23AHG",9.58317440417811e-101,2.65009012760293,0.6,0.16,1.93829285498906e-96,"1","MIR23AHG"
"IL1B",2.39438261541386e-100,4.48906917320027,0.327,0.027,4.84287827793608e-96,"1","IL1B"
"STX11",6.4905004583579e-99,3.24725198953791,0.456,0.076,1.31276862270747e-94,"1","STX11"
"RAB32",5.3037751456953e-98,4.21219440538393,0.333,0.031,1.07274156096833e-93,"1","RAB32"
"TGFBI",1.60439339652163e-96,3.95523409499289,0.342,0.035,3.24504608380465e-92,"1","TGFBI"
"CTSH",3.59155098012719e-95,2.8632418345164,0.469,0.088,7.26427101240524e-91,"1","CTSH"
"KLF4",3.65039899999473e-95,3.51482552106003,0.38,0.05,7.38329701738934e-91,"1","KLF4"
"IFI6",1.07516160339498e-94,2.19663477432891,0.727,0.272,2.17462185902668e-90,"1","IFI6"
"CIMAP1B",1.2617154211261e-94,3.58155048884583,0.382,0.052,2.55194561076965e-90,"1","CIMAP1B"
"SMCO4",5.08787608799464e-94,3.71864063488284,0.356,0.041,1.02907381755779e-89,"1","SMCO4"
"AP2S1",4.72195609580537e-93,2.1018007359329,0.684,0.248,9.55062839937593e-89,"1","AP2S1"
"HLA-DRA",7.68939003566558e-92,0.991568954131567,0.931,0.345,1.55525602861372e-87,"1","HLA-DRA"
"SH3BGRL3",4.95326277288198e-91,1.02622196024363,0.971,0.81,1.00184692844311e-86,"1","SH3BGRL3"
"LRMDA",4.41142830396961e-90,3.59766697443723,0.316,0.03,8.92255488760894e-86,"1","LRMDA"
"CD36",4.83906322324111e-89,4.61955077965531,0.256,0.014,9.78748927532748e-85,"1","CD36"
"RGS2",1.4974893121802e-88,2.29193968126674,0.593,0.17,3.02882188281568e-84,"1","RGS2"
"HLA-DRB6",5.92878461972252e-88,2.40342144793147,0.518,0.12,1.19915597718508e-83,"1","HLA-DRB6"
"TMSB10",9.76658749876252e-88,0.674255711238994,0.998,0.987,1.97538998749971e-83,"1","TMSB10"
"ANXA2",1.51343661646362e-86,1.83141176454536,0.749,0.313,3.06107690045932e-82,"1","ANXA2"
"PGD",1.23741663674262e-85,3.05228804366761,0.376,0.056,2.50279888947562e-81,"1","PGD"
"CXCL8",4.60309682667075e-85,4.78244149067473,0.271,0.021,9.31022364162425e-81,"1","CXCL8"
"CAPG",1.72591043118555e-84,2.36027528779281,0.527,0.135,3.4908264381159e-80,"1","CAPG"
"ARPC1B",5.153987525576e-84,1.33453799441044,0.916,0.67,1.042445516923e-79,"1","ARPC1B"
"LILRA5",5.90341737914297e-83,2.88767544304517,0.371,0.056,1.19402519910546e-78,"1","LILRA5"
"C5AR1",5.97665375244732e-82,3.17653945958331,0.378,0.061,1.20883798797e-77,"1","C5AR1"
"CD33",1.41292306162016e-81,4.45651541582319,0.262,0.021,2.85777818443293e-77,"1","CD33"
"GAS7",1.61264923382215e-81,2.62850519477625,0.396,0.068,3.26174434032868e-77,"1","GAS7"
"ARPC3",2.95118376999829e-81,1.09670596225135,0.944,0.75,5.96906429319854e-77,"1","ARPC3"
"CCL3",7.36582801632135e-81,3.07029783406193,0.38,0.061,1.48981237458116e-76,"1","CCL3"
"FGR",1.2269158042813e-80,2.17374599391642,0.522,0.132,2.48155990573935e-76,"1","FGR"
"CATIP",2.20827583739676e-80,4.33336468709338,0.267,0.023,4.4664587087187e-76,"1","CATIP"
"TMEM176B",9.32485002440874e-78,4.30172148940531,0.253,0.02,1.88604416593691e-73,"1","TMEM176B"
"ATP6V0C",1.15639905907313e-77,1.7835979935758,0.724,0.317,2.33893273688132e-73,"1","ATP6V0C"
"PTPRE",6.36684507645492e-77,2.92289937545765,0.387,0.07,1.28775808516377e-72,"1","PTPRE"
"AGTRAP",2.81864172469211e-76,2.82636591699279,0.409,0.083,5.70098475236225e-72,"1","AGTRAP"
"SRGN",2.83813275950777e-76,1.15919982128292,0.933,0.663,5.74040731938042e-72,"1","SRGN"
"C1orf162",4.77254481500014e-76,1.66907242036704,0.709,0.292,9.65294914281928e-72,"1","C1orf162"
"TBXAS1",2.15415452569224e-75,2.37824573221545,0.467,0.11,4.35699294366512e-71,"1","TBXAS1"
"VIM",2.70570823122159e-75,1.31586897879554,0.904,0.725,5.47256546846879e-71,"1","VIM"
"ARHGAP26",3.85531690108278e-75,2.3430036273242,0.513,0.144,7.79776396413002e-71,"1","ARHGAP26"
"SLC11A1",5.82488031521324e-75,3.30877279158934,0.327,0.048,1.17814029255503e-70,"1","SLC11A1"
"MSRB1",6.02641512504893e-75,3.17870653371199,0.322,0.045,1.2189027231924e-70,"1","MSRB1"
"CEBPB",1.74408983493543e-72,1.55840009774116,0.649,0.233,3.52759610014039e-68,"1","CEBPB"
"CTSZ",3.69311558572218e-72,2.69001245480382,0.351,0.06,7.46969558368169e-68,"1","CTSZ"
"ATP6V0B",5.20353830028944e-72,2.2323816871819,0.624,0.243,1.05246765661654e-67,"1","ATP6V0B"
"ATP5MC2",1.50509734831155e-71,1.07182310294052,0.929,0.769,3.04420989669494e-67,"1","ATP5MC2"
"TNFSF13",5.00406067454217e-71,3.5204161638484,0.284,0.035,1.0121213120329e-66,"1","TNFSF13"
"TMSB4X",2.39202644312463e-70,0.532026049361276,1,0.998,4.83811268386388e-66,"1","TMSB4X"
"CPPED1",2.57942483517085e-70,2.42294367447686,0.4,0.084,5.21714467161656e-66,"1","CPPED1"
"LY86",6.67926231981118e-70,2.16163296782254,0.482,0.125,1.35094759680501e-65,"1","LY86"
"BLVRA",9.65012441747768e-70,2.91678620535482,0.444,0.11,1.95183416467904e-65,"1","BLVRA"
"RILPL2",1.65946029117414e-69,2.37575671943233,0.589,0.216,3.35642438492882e-65,"1","RILPL2"
"ATF3",1.4474328760421e-68,3.14421042456783,0.3,0.043,2.92757773508276e-64,"1","ATF3"
"S100A10",1.09466621091591e-67,1.46032814997031,0.833,0.552,2.21407187819852e-63,"1","S100A10"
"PILRA",3.58543466967454e-67,2.22837011097437,0.382,0.075,7.25190016288373e-63,"1","PILRA"
"ASAH1",2.16164704197807e-66,2.03698138063089,0.56,0.183,4.37214730710485e-62,"1","ASAH1"
"SERF2",5.63452361851491e-66,0.984263519790296,0.951,0.818,1.13963874708082e-61,"1","SERF2"
"RNASEK",6.2921278121387e-66,1.35836297748271,0.802,0.462,1.27264577128317e-61,"1","RNASEK"
"RAB31",9.64129009660262e-66,3.28459749273103,0.291,0.043,1.95004733493885e-61,"1","RAB31"
"FGL2",1.09187919867703e-64,3.43456818376109,0.336,0.062,2.20843486724416e-60,"1","FGL2"
"PRAM1",6.79252697904887e-64,3.33340983957475,0.296,0.047,1.37385650678242e-59,"1","PRAM1"
"ACTB",1.24810273567425e-63,0.634061606606114,1,0.982,2.52441259317473e-59,"1","ACTB"
"PRELID1",1.84977776855944e-63,1.614214762098,0.722,0.364,3.74136051468833e-59,"1","PRELID1"
"APLP2",1.88379605319273e-63,2.39026701597488,0.418,0.103,3.81016589718761e-59,"1","APLP2"
"MPEG1",5.38104656205639e-63,3.14697131047705,0.304,0.051,1.08837047764153e-58,"1","MPEG1"
"TRAPPC5",7.74026636893263e-63,1.9774607390347,0.64,0.28,1.56554627578031e-58,"1","TRAPPC5"
"ATP2B1-AS1",5.51021899276553e-62,2.37370060958124,0.56,0.209,1.11449689347676e-57,"1","ATP2B1-AS1"
"C19orf38",1.0546023771104e-61,2.95570608132742,0.318,0.059,2.1330387679435e-57,"1","C19orf38"
"MT-ND1",1.05628372269999e-61,0.801439863480324,0.973,0.932,2.136439457533e-57,"1","MT-ND1"
"EIF4EBP1",2.80082527025806e-61,2.74170270327382,0.329,0.063,5.66494919162395e-57,"1","EIF4EBP1"
"EIF4A1",8.36847516422503e-61,1.23053504657703,0.833,0.604,1.69260778671615e-56,"1","EIF4A1"
"PFDN5",1.78757813584453e-60,0.846331419251505,0.973,0.893,3.61555553755915e-56,"1","PFDN5"
"SCO2",1.66196870263936e-59,2.54393460615915,0.347,0.072,3.36149789795837e-55,"1","SCO2"
"MAFB",6.79240828383902e-59,3.51514165211471,0.282,0.047,1.37383249948928e-54,"1","MAFB"
"TIMP1",8.62952584233252e-59,1.35279569196746,0.613,0.233,1.74540789687018e-54,"1","TIMP1"
"NFKBIA",1.14818866153686e-58,1.73332430085642,0.689,0.351,2.32232638682446e-54,"1","NFKBIA"
"CTSD",2.02288003989494e-58,2.07764216838222,0.502,0.171,4.09147716869151e-54,"1","CTSD"
"RNASE6",6.66982384644399e-58,2.61236743538348,0.287,0.046,1.34903857118176e-53,"1","RNASE6"
"FOSB",3.31180416252065e-57,1.63823849317614,0.669,0.339,6.69845509911427e-53,"1","FOSB"
"GAB2",5.74608622212079e-57,2.81602598390593,0.313,0.061,1.16220339928615e-52,"1","GAB2"
"CNPY3",5.93398652337362e-57,2.03981904383038,0.553,0.209,1.20020811421755e-52,"1","CNPY3"
"RAB5IF",2.19512945177543e-56,1.740594964646,0.602,0.258,4.43986882916098e-52,"1","RAB5IF"
"HLA-DMA",9.80369159195107e-56,1.48955901348659,0.547,0.185,1.98289466138802e-51,"1","HLA-DMA"
"FKBP1A",8.11469465238509e-55,1.41735867924898,0.691,0.369,1.64127814039141e-50,"1","FKBP1A"
"GLIPR2",6.13495743631415e-54,1.90125502454784,0.507,0.178,1.2408564910689e-49,"1","GLIPR2"
"ISG15",5.23666138188508e-53,1.6688454902801,0.682,0.35,1.05916713110008e-48,"1","ISG15"
"LYN",5.61138701698467e-52,1.20195638939776,0.64,0.239,1.13495913805532e-47,"1","LYN"
"GCA",3.04901167748828e-51,2.02993010295939,0.329,0.076,6.16693101888779e-47,"1","GCA"
"MACROH2A1",3.17548714843474e-51,2.19461606600278,0.533,0.215,6.4227403064241e-47,"1","MACROH2A1"
"IFNGR2",4.2237055001699e-51,2.36355623143618,0.402,0.117,8.54286674464365e-47,"1","IFNGR2"
"CD74",4.45030372749383e-51,0.259803917201049,0.918,0.649,9.00118431922903e-47,"1","CD74"
"LAMTOR4",2.50048816189461e-50,1.27750156003569,0.751,0.436,5.05748735624804e-46,"1","LAMTOR4"
"MT-CO1",3.53961583483551e-50,0.550440753862143,0.991,0.993,7.15922698753831e-46,"1","MT-CO1"
"STXBP2",3.75058801177764e-50,1.68396175631222,0.513,0.192,7.58593931262146e-46,"1","STXBP2"
"HLA-DRB1",2.50927439493633e-49,1.09187359278172,0.687,0.293,5.07525839119823e-45,"1","HLA-DRB1"
"CYBB",2.42228673610058e-48,2.86716537618697,0.282,0.059,4.89931715243703e-44,"1","CYBB"
"NICOL1",5.89111100951924e-48,2.30509183652719,0.367,0.106,1.19153611278536e-43,"1","NICOL1"
"SERPINB1",1.30717776120625e-47,1.78762779955109,0.602,0.288,2.64389773981576e-43,"1","SERPINB1"
"SYK",6.40821422440447e-46,1.81094215206647,0.398,0.121,1.29612540902805e-41,"1","SYK"
"JAML",1.88210947334938e-45,1.51781191842884,0.547,0.231,3.80675462079645e-41,"1","JAML"
"ELOB",2.53038659677114e-45,1.36725621046099,0.722,0.415,5.11795993062931e-41,"1","ELOB"
"PGLS",6.12718353710874e-45,1.52885297049584,0.533,0.227,1.23928414221561e-40,"1","PGLS"
"HLA-DPA1",1.70870119642714e-44,0.987853663096717,0.744,0.364,3.45601903989354e-40,"1","HLA-DPA1"
"HLA-DRB5",1.94196828553068e-44,1.18022750872164,0.593,0.243,3.92782505431436e-40,"1","HLA-DRB5"
"GLRX",2.23872296978358e-44,1.64302903343268,0.598,0.287,4.52804107868428e-40,"1","GLRX"
"ATP6V1F",2.70406577646144e-44,1.73862131341612,0.6,0.288,5.4692434394709e-40,"1","ATP6V1F"
"PELATON",1.86634760399121e-43,1.85638335487225,0.302,0.071,3.77487466383261e-39,"1","PELATON"
"MYL6",2.16777116039802e-43,0.792233372731723,0.931,0.801,4.38453394902104e-39,"1","MYL6"
"RAB11FIP1",3.19011481140539e-43,1.99734932441107,0.376,0.117,6.45232621754854e-39,"1","RAB11FIP1"
"VAMP8",4.1420215989825e-43,1.00508732206602,0.696,0.434,8.37765288610201e-39,"1","VAMP8"
"RHOB",4.41801024651158e-43,2.65818923277716,0.289,0.071,8.93586752459433e-39,"1","RHOB"
"BID",8.38960382484177e-43,1.72109824994747,0.444,0.156,1.6968812696125e-38,"1","BID"
"VSIR",1.02090694711264e-41,1.3593172829001,0.596,0.299,2.06488639123002e-37,"1","VSIR"
"NAMPT",1.52631136565563e-41,2.08475818960556,0.4,0.138,3.08711736817508e-37,"1","NAMPT"
"JUND",2.72318754893386e-41,2.55437255286623,0.349,0.108,5.50791913647362e-37,"1","JUND"
"ZFP36",4.19472766746033e-41,1.03784021556691,0.829,0.596,8.48425618020526e-37,"1","ZFP36"
"TOM1",7.05092522980354e-41,1.92188545970043,0.384,0.131,1.42612013698006e-36,"1","TOM1"
"BNIP3L",8.2508475785728e-41,1.87873623565616,0.42,0.152,1.66881643124213e-36,"1","BNIP3L"
